# test_score,train_score,cost
3.875000000000000111e-01,3.846153846153846367e-01,1.011301859813266546e+01
3.875000000000000111e-01,3.846153846153846367e-01,6.615632219617306742e-01
3.875000000000000111e-01,3.846153846153846367e-01,6.615632219554066218e-01
3.875000000000000111e-01,3.846153846153846367e-01,6.615632219490824584e-01
3.875000000000000111e-01,3.846153846153846367e-01,6.615632219427579619e-01
