# test_score,train_score,cost
3.875000000000000111e-01,3.846153846153846367e-01,1.157032476113051622e+01
3.875000000000000111e-01,3.846153846153846367e-01,6.615632150589929594e-01
3.875000000000000111e-01,3.846153846153846367e-01,6.615632150524763944e-01
3.875000000000000111e-01,3.846153846153846367e-01,6.615632150459596073e-01
3.875000000000000111e-01,3.846153846153846367e-01,6.615632150394422650e-01
